OY3.F,OCEAN YIELD
X6S.F,STONEGATE AGRI
XO2N.F,COSI
QNMA.F,SEQUENOM
WHC.F,WEYERHAEUSER REIT
ZDO.F,ZARDOYA OTIS
WXE.F,UMH PROPERT REIT
8H6.F,HOUSTON AM ENERGY
P6V.F,PURA VIDA ENERG
HOV.F,XCHANGING
XEN.F,INTEX RESOURCES
XCKA.F,CHEMTURA
NY4B.F,NRG YIELD-A
WUP.F,WUYI INTL PHARMACEU
CNC.F,CHANGSHOUHUA FOOD
1RH.F,RECRUIT HLDG
NPS.F,NP STL & S'TOMO
XJL.F,CHINA MET-RURAL HLD
W8W.F,ATLAS AIR WORLDWIDE
JFB.F,JOH. FRIEDR BEHRENS
038.F,NOVOCURE NPV
QL1.F,QUIDEL
FOO.F,SALESFORCE.COM
IML.F,INTERMOLE
ZMX.F,WIDEPOINT 
ZA7.F,ZAFGEN
SQE.F,STRAYER EDUCATION
4QO.F,JUNEX
ARW.F,ARROW ELECTRONICS
ILT.F,ILLINOIS TOOL WORKS
CVL.F,VALE SPADR PFD-A
NYKA.F,NIPPON YUSEN K K
37L.F,CICADA VENTUR
VTY.F,VERINT SYSTEMS
ZHJ.F,ZJ EXPRESS -H-
NG4.F,NICHII GAKKAN
ZGV1.F,GEVO
W7A.F,INSPIRED CAP
SOCA.F,SUBSEA 7 SP ADR
O5I.F,OLAM INTL
RZX.F,TRI ORIGIN EXPL
QLA.F,ALASKA COMM SYS GRP
AG31.F,APOLLO GLBL MNGMT-A
XM91.F,SMTC
I91.F,IGG INC
3RBB.F,RECKIT BK SP ADR
4HL.F,VILMORIN ET CIE
PAX.F,PAREXEL INTERNATL
XMFA.F,SUMITOMO SP ADR
0PP.F,PORTOLA PHARMAC
YC5.F,FRONTIER COMM-B
XI9.F,XINYI GLASS HLDGS
7TK.F,TAKATA
FCYA.F,FOREST CTY ENTER-A
XS3A.F,TANFIELD GRP
YFX1.F,FXCM-A
31E.F,ZONTE METALS
BHF.F,PANCONTINENTAL URAN
DDJ.F,DIGITAL DESIGN 
D1LN.F,DIRECT LINE INS
MEC.F,MEIKO ELECTRONICS
SL1.F,SCHOLASTIC
117.F,ARISTA NETWORKS
NFS.F,NORFOLK SOUTHERN
NW5.F,NEW WORLD RES -A-
ZAR.F,RENK
ZCT1.F,ZIMTU CAPITAL
JP9.F,JP PETROLEUM EXPLO
GPAB.F,GRANA Y MONT SP ADS
XC4.F,CBIZ
NQL1.F,BIDVEST
SDF1.F,K+S SP ADR
DG9.F,JIAHUA STORES
JEL.F,JEOL
XTG.F,TALGO
VDG.F,VIDA GREEN
ADT.F,ADT CORPORATION
YMA.F,YAMAHA MOTOR
D3I.F,DIST & WHSE NTWRK
DEN.F,DENTSU
V0M.F,VIRGIN MON HLDG
CR6.F,CREE
0JR.F,JAMES RIVER GRP
AHE.F,WESTERN POTASH
BRN.F,SOFTBRAIN 
QE1.F,QUESTERRE ENERGY-A
YX3.F,YOOX NETAPORT
JUS1.F,AEON
6HG.F,HAYDALE GRAPHE
6GC.F,GAMMA COMMUN
SKC2.F,STANDARD BANK GRP
QTS.F,QUINTILES TRANSNAT
NJPA.F,NET 1 UEPS TECH
XSZ.F,SHIMIZU CORP
0YL.F,YELLOWHEAD MNG
X1H.F,HEARTWARE INTL
QNT1.F,QUANTUM DSSG
H2L.F,HFF-A
I4P.F,INTERCEPT PHARM
J2B.F,EXPERIAN
YTS.F,CYTOS BIOTECHNOLO N
OSK.F,JAPAN EXCHANGE
MXN.F,MIXI
MDG1.F,MEDIGENE N
TM5.F,T-MOBILE US
NEX.F,NIPPON EXPRESS
YGB.F,EMPLOYERS HLDNGS
GWI1.F,GERRY WEBER INTL
N76.F,NIPPON SODA
MIZ.F,MIZUNO
REU1.F,REUNERT
TMI.F,TREND MICRO 
YCS.F,CYBERCOM GROUP
U1P.F,MAGNIS RESOUR
1CY.F,CN YONGDA AUTOMOBIL
7BF.F,ROYAL BAFOKENG PLAT
DTE.F,DEUTSCHE TELEKOM N
O1BC.F,XING N
X7F1.F,CHINA XINIYA SP ADR
AOD1.F,ANGLOGOLD ASHANTI
JNJ.F,JOHNSON & JOHNSON
WX6.F,NATL HEALTH INVEST
YAB2.F,ALTA VISTA VENTURES
ZAY.F,ZENYATTA VENT
JSN.F,JIVE SOFTWARE
13W.F,WESTERN BULK
6ZA.F,ZANAGA IRON ORE
CRE.F,CERNER CORP
TY7.F,TOYOTA BOSHOKU
SQT.F,SUPPORT.COM
C3I.F,CHINA INFO TECH
4Q2.F,QUANEX BLDG PRDS
OU2A.F,QMX GOLD
LUK.F,LUKOIL SP ADR
TOC.F,THOMSON REUTERS
YOS.F,CYCOS 
NCB.F,BANK OF AMERICA
QXP1.F,NORBORD
VC3.F,COLUMBUS MCKINNON
XQC.F,CARROLS RESTAURANT
0MO.F,DMG MORISEIKI J
PA8.F,PAION
YOU.F,YOUNIQ
YZCA.F,YANZHOU COAL -H-
DDN.F,DARDEN RESTAURANTS
EW1.F,EXPEDIT INTL WASH
WEA.F,WESTERN ALLIANCE
41A.F,ALTIS RESIDENT
ZU1.F,SUZUKEN
S5M.F,OSAKA TITANIUM
FSQ.F,FIVE STAR QUAL CARE
XMF.F,S'TOMO MITSUI FINL
NWP.F,NEWPARK RESOURCES
MBY.F,MIDDLEBY CORP
8SN.F,SUNSHINE OILSNDS
WSE.F,WASECO RESOURCES
UNQ.F,UBM
N5N.F,NCI-A
TQ1.F,TEMEX RESOURCES 
MFU.F,MITSUI FUDOSAN CO
NWM.F,NEW WORLD DEPT CHIN
POY.F,POLYUS GOLD INTL
TTDA.F,HENG XIN CHINA
QUC.F,QUAKER CHEMIC.
V7I.F,VIMICRO INTL SP ADR
ZY3.F,ZYNGA-A
WPOB.F,GRAHAM HLDG
P7T.F,BANK JATIM -B-
XEK.F,FORTRESS INVEST-A
O3B.F,YOMA STRATEGIC HLDG
MRK.F,MERCK
RFR.F,RESEARCH FRONTIERS
W9N.F,WNS HOLDINGS SP ADS
U7N1.F,CANADA CARBON
YA1.F,YANCOAL AUST
ZIJB.F,SMARTAC GRP CN
EXJ.F,ENERXY
XSG.F,SAIBU GAS
JE3.F,YASHILI INTL
27M.F,MELROSE IND
DM8.F,ALLIANCE ONE INT
"UWV.F,W&T; OFFSHORE"
YDL.F,SDL
TIM.F,ZEAL NET -NPV-
QC9.F,CREDIT SAISON
NSU.F,AUDI
IA4.F,INTL DATACASTING
43D.F,DARLING INGREDIENTS
31Z.F,KATANGA MINING
54A.F,QUEENSLAND BAUX
YGO.F,PIONEER ENERGY SVCS
1B9.F,BOOHOO.COM
YCK.F,CHU KONG PETRO GAS
SVW.F,SERVICEMAST GLB HLD
TTK.F,TAKKT
KKA.F,KANEKA CORP
VOW4.F,VOLKSWAGEN SP ADR
YCZ.F,CAMERON INTL
VVUD.F,VIVENDI UNSP ADR
ZMF.F,CHINA MARINE FOOD
X1T.F,XINJIANG TIAN WAT-H
ZOE.F,ZOETIS-A
3HM.F,MSCI
RI5B.F,YUESHOU ENVIRONMENT
HPR.F,HORIZON PHARMA
NRA.F,NRG ENERGY
WO1A.F,WOWO SP ADR
RHO6.F,ROCHE HLDG SP ADR
XT1.F,CTS
SHM.F,SHIMANO
5VD.F,VODACOM GROUP
3V64.F,VISA-A
OXD.F,OXFORD IND
0WE.F,WEATHERFORD INT
8CZ.F,ZOOMLION HEAVY -H-
XBX.F,CAMBREX CORP
VCLC.F,FIBRIA CELUL SP ADR
USX1.F,US STEEL
YSQ.F,SCIQUEST
ZUW.F,DESS
PXLX.F,PIXELWORKS
XNH.F,XANTHUS HLG
0ZE.F,NEW ZEALAND EGY
ZS2.F,TIMKENSTEEL
PSE.F,PUBL SVCS ENTERPR
7EVB.F,EOLUS VIND -B-
OVZ3.F,ZH INTERNATIONAL
NXH.F,AFRICAN BANK INV
VCX.F,VIACOM-B
YSM.F,SKY-MOBI SP ADS
VSY.F,VITAMIN SHOPPE
J5E.F,JONES ENERGY-A
QA9.F,ALCHEMIA
HIK.F,HIKARI TSUSHIN
PXH.F,PIXIUM VISION
FZKA.F,THE9 SP ADR
C1A.F,CALUMET SPECIALTY
AZE.F,AMBER ROAD
XA6.F,DIVERSA
QB7.F,QUIRIN BANK
0BG1.F,OSSEN INNOV SP ADR
NJ2.F,NP COKE & ENGR
ALK.F,ALASKA AIR GROUP
HIM.F,HITACHI CHEMI
QCH.F,COMPUTERSHARE
OWK.F,ONWARD HOLDINGS
HAW.F,HAWESKO HOLDING
BGK.F,BURGER KING 
U05.F,UIL HOLDINGS 
EDGA.F,GOLD FIELDS
G9Y.F,GS YUASA
NJR.F,NEW JAPAN RADIO
RZT.F,MERAFE RESOURCES
AOG.F,ANWORTH MORTG ASSET
AJI.F,AJINOMOTO CO INC
GAV.F,GROUP I AUTOMOTIVE
MYC.F,POCKET CARD
N4R.F,NSI
CS5.F,OUTERWALL
OWX.F,YPSOMED HLDG N
CR3.F,CORINDUS VASCULAR
EOAA.F,E.ON SP ADR
KSF1.F,SHINHAN FIN SP ADR
V9LA.F,CDN OVERSEAS 
VNX.F,NXP SEMICONDUCTORS
ST2.F,STURM RUGER & CO.
M6FE.F,WATCHSTONE GROUP
AFL.F,AFLAC
VSC.F,4SC
VIB3.F,VILLEROY & BOCH VZ
HAS.F,HASBRO INC
YSN.F,SECUNET SEC NETW
02Y.F,CHINA XD PLSTCS
5JP.F,JAPAN POST BANK
JA3.F,JARDEN
SGM.F,STMICROELECTRONICS 
O7N.F,VELOCYS
VT6.F,VOYAGER THERAPEUTCS
AWN.F,ADVANCE AUTO PARTS
B7P.F,RAUBEX GROUP
OMR1.F,OMRON CORP
0XI.F,XIABUXIABU CATERING
BB4.F,BOFI HOLDING
GOI4.F,FDG ELEC VEH
ZAL.F,ZALANDO
61Z.F,ZUEBLIN IMM HLDG N
ZWS.F,TEO LT
JAT.F,JAPAN TOBACCO
XT2A.F,CCT FORTIS HOLDINGS
W6J.F,SUTTER GOLD MINING
XCN.F,CLARION CO LTD
"QYM.F,SOC QUIM&MIN; SP ADR"
6IZ.F,ZINCO MINING
YI2A.F,JA SOLAR HLD SP ADR
W9U.F,CENVEO
BSW.F,VASCORY
FTN.F,FUJI MEDIA HOLDINGS
3PW.F,XCITE ENERGY
OZV2.F,PPC -NPV-
7X3.F,XLMEDIA
XAE2.F,CATALIS
YDX.F,YANDEX
XAB.F,NETLIST
ADO.F,ALDERMORE GROUP
4RW.F,RAI WAY
FR4N.F,FREEGOLD VENT
5A4.F,ORION ENRGY SYS
IZ8A.F,AFRICAN OXYGEN
R4F.F,RAMCO-GERS REIT-SBI
3VP.F,VITAE PHARMACEUTIC
YCP.F,CONOCOPHILLIPS
YB4N.F,MAST THERAP
5YG.F,YINGDE GASES
BXZ.F,BANK OF QUEENSLAND
QS6.F,Q-SOFT VERWALTUNGS
M6O.F,BOLSAS Y MERCADOS
F5W.F,FIRST IND RT T REIT
XIM.F,ACXIOM CORP
13X.F,XINYI SOLAR HLD
TZL1.F,TELKOM SA SOC
QIG.F,SIG
PK2.F,PATRICK INDUSTR.
YS0.F,YUANSHENGTAI
LA6A.F,SANLAM
FG5.F,METALS X
XHN1.F,HK TELEVISION NET
EVT.F,EVOTEC
NXO.F,NICOX
7IN.F,INTERSECT ENT
YZA.F,ARYZTA N
ZSV.F,SILVER STANDARD RES
QR2.F,QUATERRA RESOURCES
ZO1.F,ZOOPLUS
QLDN.F,ELYSEE DEVELOPMENT 
DE2A.F,DESTINATION XL GRP
VA4.F,VASCULAR SOLUTIONS
TP2.F,TETHYS PETRO
6JK.F,JTEKT
XE9.F,XENCOR
TD4.F,TDC SOFTWARE ENGR
NKZB.F,NEW YORK MORTGAGE
QPMC.F,AQUARIUS PLATINUM
QC3C.F,SONDE RES
AOY.F,ALPHA & OMEGA
ANK.F,SOMP JP NIPNKOA
RE7.F,REMGRO
RMP1.F,RM
OSZG.F,OTP BANK GDR REG-S
XXT.F,OL GROUPE 
D5C.F,DAIICHI CHUO KISEN
QRL.F,AURIZON HLDGS
QMBN.F,Q & M DENTAL
V38.F,ENERGYO SOL RUSSIA
WA9.F,WABASH NATIONAL
X2S.F,SINOPHARM GROUP -H-
02X.F,XANADU MINES
NDH1.F,METALL ZUG N -B-
SBNC.F,SBERBANK SP ADR
ZCL1.F,ZENITH ENERGY
VOQ.F,VOCUS COMMUNICA
LXSN.F,XCERRA
VBL.F,VIRGIN AUSTRA
ZVAA.F,CELLECTIS SP ADR
20D.F,CIDARA THERAPEUTICS
QGH.F,MULTISTRADA ARAH SA
OA2.F,ON ASSIGNMENT
XSA.F,XIWANG PROPERTY
SO4.F,SONIC
XOM.F,XOOM
5EW.F,EVERYWARE GLOBAL
1XM.F,XIMEN MINING
6ZY.F,ZYNERBA PHARMA
5S2.F,SHO-BOND HLDG
QTN.F,TITAN MEDICAL
WC7.F,WALLBRIDGE MNG CO 
XTY.F,CARPENTER TECHN.CP.
VOW3.F,VOLKSWAGEN VZ
0ZP.F,ZOSANO PHARMA
SCY.F,STRATASYS
RTV.F,YOUR FAMILY ENT N
XSE.F,SEINO HOLDINGS
LJ1.F,CORE
MZE.F,LUXOFT HLG A
SMHN.F,SUESS MICROTEC N
UMG.F,XTV NETWORKS
24W2.F,WOLSELEY
G4Z.F,TV AZTECA CPO
DP3.F,DSP GROUP
HIGA.F,EVRAZ HIGHVELD STL
XYT.F,CN HUARONG ENERGY
JRC.F,DEETHREE EXPL
NI9.F,NIPPON SHEET GLASS
ZGC.F,ZZ COAL MINING -H-
XGR1.F,COMPASS GROUP
31S.F,STELLA INTERNATIONA
C1S.F,CHINA SHINEWAY PHAR
CM1.F,XURA
PMTA.F,PTC
3L7A.F,QUALYS
YTR.F,AURELIA METALS
AGJ.F,AGCO
MA1.F,MAX21 MGT U. BET
DTV.F,F-SECURE
YE5.F,ENERGIZER RES
JB3.F,JB HI-FI
XD4.F,STRABAG
ZVK.F,TARGA RESOURCES PAR
XPH.F,AMPHENOL-A
ZO2.F,ZOE'S KITCHEN
HLE.F,HELLA KG HUECK
WE7.F,EVOLUTION MIN
FSRA.F,FIRSTRAND
XP2.F,SALIX PHARMACEUTCLS
QEN.F,CENTENE
QJE.F,DON QUIJOTE HLD
FFV.F,F5 NETWORKS
2EX.F,THE EXONE
16Q.F,CHINA QINFA GRP
YUI.F,YUGANG INTL
CUL1.F,VERMILLION
LMO.F,LITHIA MTRS
BE8.F,BENESSE HOLDINGS
AK2.F,AK STEEL HOLDING
IUC1.F,IMPERIAL HOLDINGS
NTO.F,NINTENDO CO LTD
NFG.F,NATL FUEL GAS CO
OT4.F,OTTER TAIL
E7RA.F,XEMPLAR ENERGY
AK3.F,AKAMAI TECHNOLOGIES
JLM.F,JERICHO OIL 
KCC.F,CASHCLOUD
YOW.F,YATRA CAPITAL
XGC.F,CROCODILE GOLD
SIQ.F,SIGMA-ALDRICH
XXA.F,AXCELIS TECHS 
4GK.F,AXTEL CPO
MUI.F,MARUI GROUP
WMF.F,WMF 
XYXR.F,RAPTOR PHARM
NVW1.F,NOVATEL WIRELESS
O7F.F,ODFJELL -A-
PWC.F,PINNACLE WEST CAP
WF3.F,WESFARMERS
TDI.F,TAKARA LEBEN
ORS.F,OREX MINERALS
EUZ.F,ECKERT & ZIEGLER
UBE.F,UBE INDUSTRIES LTD
JFM.F,J. FRONT RETAILING
QFB1.F,ULTRA LITHIUM
QPV.F,INNERWORKINGS
IDT.F,INTEGR DEVICE TECH
QCTA.F,BELDEN
ECEA.F,ELECTR SP GDR-REG-S
VS1.F,VIASAT
V6A.F,PANASONIC DEV SUNX
VTJ1.F,NORTH ARROW MIN
YME.F,YAMADA DENKI
0CZ.F,CHINA ZHONGWANG
SXV.F,XINHUA WINSHARE -H-
3PZ1.F,PZENA INV MNGMNT-A
I6I.F,INTERNET INITIATIVE
P5IB.F,PARKSON RETAIL GRP
K22.F,KEIO
ZM3.F,ZUMIEZ
PD0.F,PEBBLEB HT REIT-SBI
1J4.F,JAPAN DISPLAY
DP5.F,DR PEPPER SNAP
NOR.F,NORTEL IN ADR PFD-B
LXU.F,TONGAAT HULETT
Y9L.F,YELP-A
YTT.F,YAMATO HOLDINGS
4HQ.F,WANT WANT CHINA
NOX.F,NET ONE SYSTEMS
TLFN.F,ZHONE TECH
LRH1.F,LONMIN
KA3.F,KAINOS LABORATORIES
ZFI1.F,ZURICH INSUR SP ADR
31Y.F,YONG XIN INTL HLDGS
GN8.F,GENESCO INC.
EI4.F,SQUARE ENIX HLDGS
NDX1.F,NORDEX
1N7.F,NEVRO
YCR.F,ALMOST FAMILY
XCA.F,CREDIT AGRICOLE
DPW.F,DEUTSCHE POST N
WTT.F,MARENICA ENERGY
2SO.F,SOPHOS GROUP
E6P.F,EASTERN PROP HLDGS
TC6.F,TAKEEI
O5H.F,OPENLIMIT HLDG
2BV.F,BRIGHTCOVE
FDO.F,MACY'S
CVX.F,CVR REFN
HDZ.F,SHIMADZU CORP
4W71.F,WHITE PINE RES
YEC.F,YASKAWA ELECTRIC
WTM1.F,SYNETY GRP
LFA.F,ALPHA NATURAL RES
EWW.F,ENERGY WORLD CORP
OIT.F,ORIENT CORP
GAZ.F,GAZPROM SP ADR
R3P.F,REGENCY ENERGY
LOC.F,LION CORP
SCZ.F,SUN COMMUN REIT
C6O.F,CLOVIS ONCOLOGY
8CYN.F,CHINA YIDA HLDG
FDN.F,ENERSYS
0H5.F,HCI GROUP
0TB.F,THERAVANCE BIOPH
FPW.F,BUILD-A-BEAR WORKSH
SHJ.F,ASAHI GLASS CO
MWZ.F,METLIFE
3O8.F,OMEROS
TNN.F,TENNECO
YAG.F,ATOSSA GNTCS
QC6.F,CLAYTON WLMS EGY
RG3.F,ROYAL GOLD
YXS.F,SANY HEAVY EQUIP
X0M.F,XOMA
MUE.F,3D OIL
J2S.F,JSW
OII.F,OCEANEERING INTL
ZML1.F,ZINCORE METALS
QS5.F,STRAUMANN HLDG N
OI8.F,INSPIRATION MINING
JPA.F,SAKHA DIAMOND
SC9.F,SCUD GROUP
JAR.F,JAPAN RADIO
ZMG1.F,LINCOLN MINING
Q9ZK.F,EPG
ZE1A.F,ZAZA ENERGY
15W.F,WESTLAKE CHEMICAL
OWQ.F,ARBOR REALTY REIT
HPX.F,HISAMITSU PHARMAC
QST.F,QUALSTAR 
WPIA.F,WESTPORT INNOVAT
TCW.F,TOKYU CONSTRUCTION
WPP.F,WORLDPAY GROUP
HX6.F,NEW YORK
3QO.F,ZION OIL & GAS
ZKW.F,KEYW HOLDING
NY4.F,NRG YIELD-A
WRF.F,VIENTO GRP
B9Y.F,BIG YELLOW GROUP
QACL.F,4.75 BARCLAYS NCCP
0BN.F,HABIT RESTAURANTS-A
RMG.F,QUMU
YTC.F,STARBUCKS COFFEE JP
NB5.F,NITTO BOSEKI
XPK.F,WHITE ENERGY LTD
NFR.F,NISSHIN SEIFUN GRP
MEA.F,MINEBEA
6DW.F,D.WESTERN
HY7.F,SHOPRITE HLDG (SHP)
GMZ.F,ALLY FINANCIAL
QS8.F,QC HOLDINGS
4JP.F,JP POST INSRAN
WF2.F,WINTRUST FINANCIAL
SYK.F,STRYKER
XEUA.F,KSH HOLDINGS
1LV.F,VALERO ENERGY PARTN
NEN.F,RENESAS ELECTRO
RI5A.F,YUESHOU ENVIRONMENT
IBM.F,IBM
VTM.F,ALTIUS MINERALS
EJR.F,EAST JAPAN RAILWAY
WDI.F,WIRECARD
IJY.F,INTERVEST OFFIC & W
LB3A.F,LIBERTY INT QVC-A
MSI.F,MITSUI CHEMICALS
0QH.F,QHR
FKP.F,DREAMWORKS ANIMAT-A
59JA.F,JP RETAIL FD INVT
2ZC.F,CADIZ
TNE2.F,TELEFONICA SP ADR
WVYB.F,WAVE SYSTEMS-A
TDC.F,TAC
OXU.F,OXUS GOLD
INZ.F,INFORMATICA
VOT.F,VISIODENT
CYD.F,CHINA YUCHAI INTL
JUN3.F,JUNGHEINRICH VZ
ZVL.F,ZHAOJIN MINING -H-
G60A.F,CHINA GERUI ADVANCD
SAOA.F,SASOL
1880714.F,IKB FUNDING TR II
XQJ.F,CHINA PHARMA HLDGS
5WJ.F,WAJAX
AFZ.F,AFRICA OIL
EB9.F,AFRICAN RAINB MINL
WK3D.F,SIYATA MOBILE
WOF.F,WOLFORD 
ZCB.F,ZENITH MINERALS
V4S.F,VESUVIUS
QCD.F,COM DEV INTL
KKC.F,KAKAKU.COM
E5F.F,XL AXIATA
ZVA.F,CELLECTIS
YEL1.F,YRC WORLDWIDE
1328011.F,7.125 DEPFA BK
W5XA.F,CONDOR GOLD
RYU.F,SEGA SAMMY HOLDINGS
KOI.F,KOMORI
IKI.F,ICONIX BRAND GROUP
NER.F,ENERSIS SA SP ADR
MO8.F,MORINAGA MILK
TWA.F,TOWA
4FJ1.F,REAL GDS SOLAR-A
0SG.F,SIBANYE GOLD 
MIB.F,MITSUBISHI LOGIS
3H8A.F,ALTO VENTURES
TAX.F,TAKARA HOLDINGS
XGH.F,ENN ENERGY HLD
ZIL2.F,ELRINGKLINGER N
W1J.F,SATS
TTC.F,TRANSTEC  N
XKK.F,SHOWA SHELL SEKIYU
JCL.F,CALICO RES
MXW.F,MAXWELL TECH
VOW.F,VOLKSWAGEN
6MG.F,MEGMILK SNOW BRAND
YP9.F,YUZHOU PROPERTIES
69BN.F,STRONGBRIDGE
97S.F,STELLA JONES
WFK.F,WORLD FUEL SERVICES
F5M.F,FUJI MACHINE MFG
F9R.F,FRONTIER RARE EARTH
Z08.F,ZOGENIX
DLG.F,DIALOG SEMICOND 
SUI.F,SEKISUI CHEMICAL
J4S.F,SOUTH JERSEY IND
JM4A.F,AQUILA RESOURCES
DUL.F,ALNYLAM PHARMA
X7C1.F,ARMCO METALS
MPX.F,MITSUBI PAPER MILLS
BF4.F,CHRISTOPHER & BKS
RY4C.F,RYANAIR HLDGS
VVD.F,VEOLIA ENVIRONN.
0ZS.F,ZS PHARMA
G03.F,GUNGHO ONLINE ENTMT
YOJ.F,YAHOO JAPAN
UZU.F,UZIN UTZ
YC4.F,CHEMICAL FINANCIAL
ICBA.F,ICICI BANK SP.ADR
AWG.F,ASBURY AUTOMOTIVE
YC2.F,YIDA CHINA HLDGS
07W.F,WMIH
WILB.F,FABEGE
FJK.F,FUJIKURA
AZ5.F,AUTOZONE
WMC1.F,ALUMINA
QCI.F,QUALCOMM
W2U1.F,AVARONE METALS
AAH.F,AHLERS
AN5.F,ALPHA SYSTEMS
QKS.F,QUIKSILVER INC
3XRA.F,XINYUAN REAL SP ADR
2PO.F,POST HOLDINGS
NUO.F,NUCOR
5ZQ.F,ZELTIQ AESTHETICS
KPO.F,KANSAI EL POWER
XLE1.F,LEGEND POWER SYS
58X.F,XINGFA ALUMINIUM
17SA.F,VEDANTA SP ADS
3F5.F,CN JINMAO HLDGS GP
XCP1.F,CENTRAL PACIFIC FIN
FUC.F,FANUC
JBI.F,JUBILANT ENERGY
ZCHA.F,CHINA TELE SP ADR-H
CBFN.F,YOU ON DEMD
25P.F,PARAGON OFFSHORE 
HPE.F,HOKUETSU KISHU
QHD.F,QINHUANGDAO PT -H-
KY2E.F,LOUIS XIII HLDG
3XN.F,XINGYE COPPER INTL
KQ2A.F,KAMINAK GOLD-A
702B.F,YANGARRA RESOURCES
OS1.F,OTSUKA HLDGS
CVLD.F,VALE SP HDR
SRP.F,SHARP CORP OSAKA
PP51.F,PRIM HLTH PROP REIT
WG3.F,EAST ASIA MINERALS
WYR.F,WYNN RESORTS
OHZ.F,OMNIA HOLD
W1T2.F,WESTERN ENERGY SVCS
WZM.F,WIZCOM TECH
YRB.F,YOKOHAMA RUBBER
TYI.F,TYCO INTERNAT
YP2.F,BIOLINE RX SP ADR
QSC.F,QSC N
15X1.F,XG TECHNOLOGY
VLM.F,METSO
RHJ.F,ROBERT HALF INTL
Z1L.F,LEROY SEAFOOD 
SSUN.F,SMG SP GDR-144A PFD
PVX.F,PREMIERE GLOBAL SVC
WMB.F,WILLIAMS COMPANIES
8C2.F,CROSSRIDER
FKJ1.F,OCLARO
ITH.F,NEKTAR THERAPEUTICS
RAB.F,DORMAN PRODUCTS
5CF.F,CALFRAC WELL SERV
M7Q4.F,MICRO FOCUS INTL
TOR1.F,TORAY IND INC
MBO.F,MTI
LCY.F,JUBII EUROPE
ET82.F,AETERNA ZENTARIS
5WP.F,WPC RES
CU7.F,QUOTIENT TECHNOLOGY
MAH1.F,MAGELLAN HEALTH
QPJ.F,KEWPIE
YQJ1.F,TRANSAMERICAN
46M.F,QMS MEDIA
01H.F,HORIBA
NSE.F,NOMURA HLDG
25W.F,WINPAK LTD
17Q.F,LA QUINTA HOLDINGS
NGI.F,NGK INSULATORS
XT3B.F,VALE INDONESIA
0QP.F,QINGDAO PT -H-
I3A1.F,ARIAN SILVER
59A.F,ATLASSIAN -A-
PPQ.F,PPG INDUSTRIES
1QF.F,QUIKFLO HEALTH
3K5.F,KINGSROSE MININ
6PL.F,POUNDLAND GRP
1VPA.F,VIPSHOP HLDG SP ADR
WAY.F,SHENYIN WANGUO
G6N.F,GROUP FIVE
D2N.F,DENA
XSQ.F,SQI DIAGNOSTICS
JKX.F,JKX OIL & GAS
W1I.F,ZECOTEK PHOTONICS
A2U.F,ALON USA ENERGY
J8D.F,DEHAIER MED SYS
R8B.F,RMB HOLDINGS 
7MR.F,MATADOR RES
USH.F,WING TAI PROP
ZEE.F,ZUG ESTATES N -B-
QG1.F,MACUSANI YELLOWCAKE
NNR.F,NISHI-NIPPON RR
"WF5A.F,KRATOS DEF&SEC;"
QAT1.F,AMER ELECT TECH
UNB.F,UNIBET SDR
VJR.F,VIRGINIA MINES
DZX.F,MINERA IRL
ZONN.F,REPROS THERAPEUTICS
ZGY.F,FIDELITY NATIONAL
H8N.F,WHL ENERGY
X9T.F,XTIERRA
XBLA.F,BKK LIFE ASSUR NVDR
OXR.F,OZ MINERALS
YKE.F,YOKOGAWA ELECTRIC
61C.F,CHC GROUP
Q9H1.F,KAZMUN SP GDR REG-S
FIE.F,FIELMANN
ZB1.F,ZIONS BANCORP
SI4.F,SHILOH INDUSTRIES
FP3.F,NEXTERA ENERGY
CGEA.F,ALCTL LUCENT SP ADR
YB2N.F,CN VANGUARD
ZCH.F,CHINA TELECOM -H-
XXY.F,CROSS CTRY HLTHCR
W7D.F,WORKDAY-A
YB3.F,SHIN NIPPON MIOMEDI
RIC1.F,RICOH
KHNZ.F,THE KRAFT HEINZ
XCRA.F,CRH SP ADR
PLM.F,PLAINS ALL-AMERN LP
CJEA.F,CN WAH YAN HEALTHCA
QSV.F,EDENRED
QF8.F,MANDALA MULTIFINANC
KEQ.F,KIVALLIQ EGY
DWNN.F,DEUTSCHE WOHNEN
FJZ.F,ZIJIN MINING -H-
HEN3.F,HENKEL VZ
WT7.F,ZAKHIDENERGO SP GDR
WL6J.F,WILEX E15
LUX.F,LUXOTTCA GRP SP ADR
VLON.F,VALORA HLDG N
B4O.F,WINDSTREAM HLDGS
XDH.F,XINGDA INTERNATIONA
WHA.F,WHARF (HLDGS)
IOT.F,XPRESS HLDGS
KAO.F,KAO
7ZR1.F,ZONE RESOURCES
YV5.F,YUSEN LOGISTICS
ALU.F,ALCOA
T8F.F,TOKYU FUDOSAN H
HCM.F,HITACHI CONST MACH
TO4.F,TOTO LTD
EBA.F,EBAY
ZYW.F,CHINA PROPERTIES GP
TKS.F,TAKARA STANDARD
XSH3.F,SUNCORP TECH
AZA.F,VERDE POTASH
UEO.F,WESTLAKE CHEMICAL
VDY.F,VASCO DATA SEC INTL
"EPU.F,EMPEROR WATCH&JEWEL;"
O4B.F,OVB HOLDING
QIA.F,QIAGEN NV
OLL.F,ORIENTAL LAND
XCQ.F,CABOT OIL & GAS
LWE.F,LOWE'S COM
